modelo,r2_train,r2_val,r2_test,wmape_val,wmape_test,gap_r2,t_entrenamiento_s
LightGBM,0.9933133956083108,0.9173427447229472,0.4908865432300805,3.1452316872338173,9.937624849254789,0.07597065088536359,17.118966102600098
XGBoost,0.9946769005750519,0.9099178094811277,0.4438840249418152,3.117630625660683,10.693231493890265,0.08475909109392421,32.32164931297302
Random Forest,0.9901801924174222,0.8665539514624883,0.27863328493061834,4.353879145901368,12.872916064376698,0.12362624095493391,82.99412512779236
